#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-08-15T20:52:09 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ53ee72a26361	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=V/130/gcs3
#-nav=cat:V/130&tab:{V/130/gcs3}&key:source=V/130/gcs3&HTTPPRM:&&-ref=VIZ53ee72a26361&-out.max=unlimited&-out.form=ascii table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Name&-out=m_Name&-out=RAJ2000&-out=DEJ2000&-out=logTe&-out=[Fe/H]&-out=Dist&-out=VMag&-out=age&-out=UVel&-out=VVel&-out=WVel&-out=Vmag&-out=b-y&-out=m1&-out=c1&-out=Simbad&-ignore=Simbad=*&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/130/gcs3
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/130/gcs3
#-order=I
#-out=Name
#-out=m_Name
#-out=RAJ2000
#-out=DEJ2000
#-out=logTe
#-out=[Fe/H]
#-out=Dist
#-out=VMag
#-out=age
#-out=UVel
#-out=VVel
#-out=WVel
#-out=Vmag
#-out=b-y
#-out=m1
#-out=c1
#-out=Simbad
#

#RESOURCE=yCat_5130
#Name: V/130
#Title: Geneva-Copenhagen Survey of Solar neighbourhood III (Holmberg+, 2009)
#Table	V_130_gcs3:
#Name: V/130/gcs3
#Title: Geneva-Copenhagen catalogue III {\em(includes uvby data from Olsen 1984A\&AS...57..443O)}
#Column	Name	(a11)	Object name (HD, BD, CD or CP) (1)	[ucd=meta.id;meta.main]
#Column	m_Name	(A4)	Components included in photometry (2)	[ucd=meta.code.multip]
#Column	RAJ2000	(A10)	Right ascension (ICRF)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (ICRF)	[ucd=pos.eq.dec;meta.main]
#Column	logTe	(F6.3)	? Effective temperature	[ucd=phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	? Metallicity	[ucd=phys.abund.Z]
#Column	Dist	(I4)	? Distance [NULL integer written as an empty string]	[ucd=pos.distance;pos.heliocentric]
#Column	VMag	(F5.2)	? Absolute magnitude	[ucd=phys.magAbs;em.opt.V]
#Column	age	(F4.1)	? Age, in Gigayears	[ucd=time.age]
#Column	UVel	(I5)	? Heliocentric space velocity component U (6) [NULL integer written as an empty string]	[ucd=pos.cartesian.x]
#Column	VVel	(I5)	? Heliocentric space velocity component V (6) [NULL integer written as an empty string]	[ucd=pos.cartesian.y]
#Column	WVel	(I5)	? Heliocentric space velocity component W (6) [NULL integer written as an empty string]	[ucd=pos.cartesian.z]
#Column	Vmag	(F6.3)	Visual magnitude	[ucd=phot.mag;em.opt.V]
#Column	b-y	(F6.3)	Stroemgren (b-y) index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	m1	(F6.3)	Stroemgren m_1_ index ((v-b) - (b-y))	[ucd=phot.color]
#Column	c1	(F6.3)	Stroemgren c_1_ index ((u-v) - (v-b))	[ucd=phot.color]
#Column	Simbad	(a6)	ask the {\bf\fg{FireBrick}Simbad} data-base about this object	[ucd=]
Name	m_Name	RAJ2000	DEJ2000	logTe	[Fe/H]	Dist	VMag	age	UVel	VVel	WVel	Vmag	b-y	m1	c1	Simbad
HD 45983   	    	06 28 42.4	-41 04 29	 3.821	-0.32	  75	 1.95	 1.6	  -12	  -28	    2	 6.310	 0.263	 0.142	 0.545	Simbad
HD 45987   	    	06 24 51.7	-68 48 11	 3.752	 0.02	  99	 4.00	 8.8	   14	  -54	  -18	 8.967	 0.423	 0.215	 0.388	Simbad
HD 46013   	    	06 33 27.1	+48 22 28	 3.770	-0.03	  63	 4.05	 6.3	   66	  -11	   -4	 8.034	 0.384	 0.200	 0.342	Simbad
HD 46042   	    	06 28 58.7	-42 17 32	 3.787	-0.04	 166	 1.99	 1.8	  -43	  -15	    0	 8.084	 0.343	 0.164	 0.477	Simbad
HD 46055   	AB  	06 31 25.8	+07 49 20	 3.761	-0.33	  61	 4.36	11.2	  -10	   -8	    7	 8.283	 0.393	 0.177	 0.311	Simbad
HD 46090   	A   	06 31 21.4	+02 54 40	 3.745	-0.14	  28	 4.92	13.3	  -44	  -14	  -15	 7.142	 0.431	 0.234	 0.308	Simbad
HD 46093   	AB  	06 30 24.3	-24 08 28	 3.795	-0.34	  87	 3.45	 3.4	  -37	  -16	    9	 8.147	 0.316	 0.138	 0.386	Simbad
HD 46094   	    	06 30 05.2	-28 39 29	 3.786	-0.19	 103	 3.23	 3.2	     	     	     	 8.294	 0.340	 0.153	 0.407	Simbad
HD 46098   	    	06 28 40.3	-50 04 52	 3.765	-0.18	 172	 2.08	 2.2	   17	   19	  -16	 8.253	 0.389	 0.167	 0.412	Simbad
HD 46100   	    	06 16 21.2	-81 38 02	 3.735	-0.09	  55	 5.66	    	   10	  -16	  -10	 9.376	 0.453	 0.278	 0.299	Simbad
HD 46114   	    	06 30 39.4	-17 55 19	 3.705	-0.52	  78	 3.26	    	   43	  -19	  -85	 7.712	 0.494	 0.265	 0.295	Simbad
HD 46122   	    	06 31 46.0	+06 47 07	 3.697	-0.61	 123	 1.81	    	   14	    2	  -37	 7.252	 0.510	 0.292	 0.292	Simbad
HD 46136   	A   	06 32 18.5	+17 47 03	 3.781	-0.09	  63	 2.28	 2.3	   -1	    2	   13	 6.266	 0.357	 0.162	 0.487	Simbad
HD 46136   	B   	06 32 17.8	+17 46 46	 3.815	-0.23	 109	 1.73	 1.5	   -3	    2	   23	 6.913	 0.277	 0.146	 0.594	Simbad
HD 46147   	    	06 35 36.3	+59 55 04	 3.827	-0.38	 133	 2.93	 2.0	     	     	     	 8.557	 0.249	 0.141	 0.544	Simbad
HD 46164   	    	06 31 56.2	+01 55 04	 3.741	 0.01	  47	 5.04	11.5	   42	   24	   -2	 8.422	 0.446	 0.260	 0.335	Simbad
HD 46175   	    	06 21 00.0	-78 24 43	 3.776	-0.04	  61	 4.39	 3.1	   11	  -13	  -18	 8.331	 0.371	 0.182	 0.382	Simbad
HD 46214   	    	06 28 18.1	-59 37 04	 3.798	-0.05	 117	 2.29	 1.9	    3	  -39	   -5	 7.637	 0.318	 0.159	 0.486	Simbad
HD 46217   	    	06 35 11.1	+54 05 46	 3.790	-0.01	 135	 2.38	 2.1	  -25	  -17	   -7	 8.034	 0.338	 0.166	 0.514	Simbad
HD 46233   	AB  	06 31 21.2	-20 37 49	 3.794	 0.02	  54	 4.04	 2.0	     	     	     	 7.707	 0.328	 0.179	 0.375	Simbad
HD 46273   	AB  	06 29 49.0	-50 14 20	 3.829	-0.12	  42	 2.16	 1.5	    8	    7	  -13	 5.290	 0.246	 0.160	 0.623	Simbad
HD 46273   	CD  	06 29 48.0	-50 14 12	 3.736	 0.15	  51	 4.67	12.7	     	     	     	 8.228	 0.460	 0.314	 0.324	Simbad
HD 46275   	    	06 35 21.8	+51 58 28	 3.827	-0.21	  92	 2.72	 1.9	     	     	     	 7.549	 0.251	 0.152	 0.546	Simbad
HD 46301   	    	06 32 42.6	+03 48 52	 3.796	-0.07	 108	 2.12	 1.8	    6	    1	   -1	 7.276	 0.322	 0.158	 0.488	Simbad
HD 46311   	    	06 30 02.7	-49 59 17	 3.839	-0.01	 169	 2.14	 1.3	     	     	     	 8.286	 0.222	 0.173	 0.685	Simbad
HD 46317   	    	06 36 15.1	+58 06 24	 3.795	-0.29	  35	 3.87	 3.7	  -17	  -34	   11	 6.607	 0.318	 0.143	 0.382	Simbad
HD 46318   	    	06 36 02.2	+56 23 09	 3.831	 0.16	  84	 1.95	 1.2	  -15	  -12	  -21	 6.561	 0.245	 0.183	 0.690	Simbad
HD 46320   	    	06 35 13.9	+47 56 55	 3.823	-0.01	 267	 0.74	 1.0	     	     	     	 7.874	 0.263	 0.165	 0.688	Simbad
HD 46335   	    	06 36 02.2	+55 41 33	 3.803	 0.05	  66	 3.73	 1.0	  -18	  -22	  -15	 7.819	 0.310	 0.170	 0.434	Simbad
HD 46359   	AB  	06 34 41.8	+38 32 24	      	     	 165	 1.22	    	    3	   -1	    0	 7.302	 0.419	 0.222	 0.538	Simbad
HD 46375   	    	06 33 12.6	+05 27 46	 3.715	 0.39	  35	 5.20	17.2	   11	  -21	   10	 7.914	 0.502	 0.401	 0.337	Simbad
HD 46384   	    	06 21 55.8	-78 43 01	 3.729	-0.03	  45	 5.71	    	  -31	   -6	   -6	 8.972	 0.467	 0.314	 0.297	Simbad
HD 46407   	    	06 32 46.8	-11 09 58	      	     	 123	 0.83	    	   -2	   10	   -6	 6.283	 0.665	 0.528	 0.063	Simbad
HD 46423   	    	06 33 52.0	+14 17 36	 3.796	-0.19	  73	 3.94	 3.1	  -14	   -7	  -23	 8.269	 0.319	 0.154	 0.377	Simbad
HD 46435   	A   	06 30 19.2	-52 52 16	 3.749	 0.06	  71	 4.36	10.2	  -44	  -28	  -19	 8.632	 0.432	 0.252	 0.337	Simbad
HD 46437   	    	06 29 18.9	-61 00 21	 3.793	-0.25	 114	 2.71	 2.5	  -43	   -4	  -28	 7.996	 0.324	 0.143	 0.459	Simbad
HD 46463   	A   	06 38 18.7	+64 44 06	 3.802	-0.01	  78	 3.14	 2.4	   -5	    5	   -4	 7.606	 0.310	 0.166	 0.422	Simbad
HD 46476   	    	06 31 51.1	-38 04 17	 3.846	 0.18	 163	 2.12	 1.0	     	     	     	 8.185	 0.206	 0.190	 0.697	Simbad
HD 46479   	    	06 29 55.2	-59 35 26	 3.845	 0.08	 170	 0.65	 0.8	     	     	     	 6.806	 0.208	 0.182	 0.841	Simbad
HD 46495   	AB  	06 34 21.6	+14 45 07	 3.799	-0.20	  80	 3.11	 2.8	   31	    9	    4	 7.628	 0.311	 0.150	 0.396	Simbad
HD 46523   	A   	06 32 46.1	-27 24 15	 3.789	 0.01	  62	 2.95	 2.6	  -47	  -49	   22	 6.895	 0.340	 0.174	 0.410	Simbad
HD 46524   	    	06 32 37.0	-29 34 56	 3.725	 0.02	  46	 5.68	    	  -25	   -4	  -13	 8.972	 0.475	 0.337	 0.300	Simbad
HD 46526   	    	06 31 20.0	-49 45 17	 3.769	-0.16	 149	 2.94	 4.4	  -28	  -34	  -17	 8.796	 0.382	 0.164	 0.438	Simbad
HD 46558   	    	06 34 08.4	+02 53 55	 3.831	-0.28	  60	 3.02	 1.8	     	     	     	 6.895	 0.240	 0.150	 0.551	Simbad
HD 46569   	    	06 31 18.3	-51 49 33	 3.787	-0.02	  37	 2.75	 2.5	  -17	  -19	   15	 5.586	 0.345	 0.168	 0.445	Simbad
HD 46572   	    	06 34 46.2	+15 04 38	 3.750	 0.20	  59	 4.51	 7.4	  -42	  -21	  -11	 8.351	 0.436	 0.258	 0.374	Simbad
HD 46587   	    	06 30 09.0	-61 15 55	 3.840	-0.12	 138	 2.63	 1.5	   35	  -22	  -13	 8.327	 0.218	 0.166	 0.681	Simbad
HD 46588   	    	06 46 14.1	+79 33 53	 3.783	-0.25	  18	 4.17	 4.4	  -50	  -21	   -6	 5.433	 0.345	 0.158	 0.346	Simbad
HD 46601   	    	06 33 33.7	-20 08 20	 3.831	 0.14	 211	 0.87	 0.9	   -7	   -7	  -16	 7.496	 0.246	 0.181	 0.716	Simbad
HD 46684   	    	06 31 50.0	-53 15 44	 3.771	-0.15	  96	 3.77	 6.8	  -75	  -49	    7	 8.691	 0.377	 0.179	 0.349	Simbad
HD 46688   	    	06 35 36.6	+20 53 19	 3.828	-0.27	 108	 2.76	 1.9	   34	  -16	  -15	 7.931	 0.247	 0.149	 0.646	Simbad
HD 46716   	AB  	06 34 32.0	-11 13 46	 3.821	-0.23	 104	 2.33	 1.8	     	     	     	 7.417	 0.264	 0.143	 0.513	Simbad
HD 46719   	    	06 34 19.9	-16 00 39	 3.800	-0.13	  95	 2.75	 2.4	  -45	  -12	   -8	 7.645	 0.312	 0.152	 0.458	Simbad
HD 46744   	    	06 43 17.3	+75 04 06	 3.825	-0.27	 139	 2.31	 1.8	     	     	     	 8.032	 0.255	 0.147	 0.548	Simbad
HD 46780   	AB  	06 36 26.2	+27 16 42	 3.759	-0.07	  33	 4.29	 9.4	  -32	  -18	    0	 6.890	 0.407	 0.212	 0.334	Simbad
HD 46781   	    	06 36 02.1	+16 47 49	 3.805	-0.12	  79	 2.25	 1.8	  -26	  -21	    3	 6.723	 0.300	 0.152	 0.482	Simbad
HD 46814   	    	06 34 03.7	-30 20 13	 3.817	-0.15	 115	 2.79	 2.0	     	     	     	 8.100	 0.275	 0.149	 0.467	Simbad
HD 46816   	    	06 33 38.5	-39 38 30	 3.757	-0.11	  66	 4.07	 9.5	   11	  -24	   29	 8.178	 0.409	 0.192	 0.379	Simbad
HD 46828   	    	06 35 03.0	-12 36 27	 3.794	-0.37	  85	 3.06	 3.0	   54	  -52	   14	 7.699	 0.319	 0.133	 0.414	Simbad
HD 46836   	    	06 32 57.7	-48 32 40	 3.805	-0.05	  66	 2.87	 2.3	   33	  -38	  -18	 6.969	 0.302	 0.158	 0.470	Simbad
HD 46837   	    	06 32 49.7	-50 28 23	 3.785	 0.13	 135	 2.14	 1.9	   -6	  -11	   -5	 7.796	 0.356	 0.182	 0.505	Simbad
HD 46869   	    	06 35 52.7	+03 20 17	 3.758	-0.03	  68	 4.57	 8.0	    9	  -21	   13	 8.741	 0.410	 0.214	 0.347	Simbad
HD 46871   	    	06 35 35.8	-02 14 34	 3.779	-0.11	  65	 3.46	 5.1	   12	  -53	   12	 7.521	 0.361	 0.167	 0.403	Simbad
HD 46872   	    	06 35 33.9	-03 58 58	 3.793	 0.12	  86	 3.30	 2.5	   88	  -11	  -11	 7.958	 0.336	 0.181	 0.431	Simbad
HD 46918   	    	06 32 48.1	-55 04 46	 3.784	-0.18	  60	 4.21	 3.4	   31	   -2	   -3	 8.102	 0.346	 0.167	 0.345	Simbad
HD 46979   	AB  	06 42 27.5	+70 35 19	 3.779	 0.00	  84	 3.85	 3.9	  -15	  -19	   -9	 8.465	 0.366	 0.202	 0.328	Simbad
HD 46981   	    	06 38 26.2	+44 18 47	 3.803	-0.37	 218	 1.66	 1.8	   16	   -1	  -14	 8.353	 0.300	 0.135	 0.559	Simbad
HD 47004   	    	06 41 07.7	+65 01 41	 3.796	-0.27	 131	 2.95	 2.8	  -33	  -18	  -27	 8.536	 0.317	 0.140	 0.457	Simbad
HD 47015   	    	06 35 04.2	-33 00 11	 3.747	-0.06	  72	 4.64	12.4	    2	  -65	   22	 8.935	 0.431	 0.217	 0.367	Simbad
HD 47017   	    	06 34 53.9	-34 50 10	 3.767	 0.02	  98	 3.60	 5.8	    6	    5	   -7	 8.549	 0.392	 0.194	 0.397	Simbad
HD 47021   	    	06 37 01.6	+13 54 21	 3.797	-0.21	  71	 4.00	 3.0	     	     	     	 8.265	 0.316	 0.153	 0.371	Simbad
HD 47041   	AB  	06 35 37.7	-26 02 29	 3.799	 0.01	  96	 2.99	 2.4	   -5	   -9	   -1	 7.905	 0.318	 0.175	 0.383	Simbad
HD 47090   	    	06 36 51.4	-01 55 05	 3.829	-0.19	 130	 2.80	 1.8	     	     	     	 8.375	 0.245	 0.155	 0.566	Simbad
HD 47126   	    	06 37 42.5	+15 10 08	 3.768	-0.06	  96	 3.60	 6.1	   -1	  -17	    9	 8.509	 0.388	 0.181	 0.404	Simbad
HD 47127   	A   	06 37 33.9	+12 10 50	 3.746	 0.08	  27	 4.69	 9.0	  -37	  -44	  -23	 6.837	 0.439	 0.247	 0.363	Simbad
HD 47155   	    	06 37 46.5	+15 02 24	 3.785	 0.10	 135	 2.96	 2.6	   -2	    2	  -12	 8.611	 0.354	 0.181	 0.456	Simbad
HD 47177   	AB  	06 38 07.0	+19 52 38	 3.795	-0.33	  95	 3.83	 3.6	  -36	  -24	    4	 8.707	 0.318	 0.139	 0.380	Simbad
HD 47179   	    	06 37 36.4	+05 39 32	 3.799	-0.08	  94	 3.67	 2.7	  -29	   -5	   -6	 8.530	 0.314	 0.161	 0.409	Simbad
HD 47181   	    	06 36 50.0	-11 25 30	 3.838	-0.04	  90	 2.76	 1.3	     	     	     	 7.523	 0.226	 0.170	 0.610	Simbad
HD 47186   	    	06 36 08.7	-27 37 20	 3.744	 0.16	  40	 4.63	10.0	   39	  -25	  -16	 7.619	 0.445	 0.265	 0.365	Simbad
HD 47192   	    	06 31 51.0	-68 07 10	 3.796	-0.16	 155	 1.80	 1.7	   39	   11	  -21	 7.744	 0.320	 0.150	 0.485	Simbad
HD 47210   	    	06 36 10.0	-29 23 52	 3.743	-0.19	 118	 4.25	13.8	   17	   -5	    4	 9.613	 0.434	 0.202	 0.368	Simbad
HD 47213   	    	06 31 12.2	-70 30 57	 3.783	-0.17	 138	 1.68	 1.7	  -27	    9	  -13	 7.385	 0.348	 0.155	 0.422	Simbad
HD 47215   	AB  	06 42 29.3	+66 11 52	 3.779	-0.10	  70	 2.84	 2.7	   13	  -17	  -15	 7.065	 0.360	 0.165	 0.421	Simbad
HD 47216   	    	06 38 52.6	+33 01 04	 3.828	-0.33	  70	 2.88	 2.0	     	     	     	 7.116	 0.246	 0.145	 0.558	Simbad
HD 47218   	    	06 38 02.9	+11 41 07	 3.759	 0.20	  54	 3.88	 6.0	     	     	     	 7.548	 0.416	 0.228	 0.405	Simbad
HD 47229   	AB  	06 35 59.5	-35 10 18	 3.806	-0.20	  70	 3.39	 2.7	   -1	   22	   27	 7.610	 0.297	 0.145	 0.452	Simbad
HD 47230   	AB  	06 35 54.0	-36 05 19	 3.800	-0.12	  40	 3.37	 2.9	    1	  -27	  -24	 6.360	 0.312	 0.159	 0.391	Simbad
HD 47232   	    	06 34 43.8	-51 12 59	 3.797	-0.15	 128	 2.64	 2.3	  -49	  -14	  -22	 8.176	 0.317	 0.151	 0.500	Simbad
HD 47252   	    	06 31 56.7	-68 42 35	 3.723	-0.35	  28	 6.03	    	   62	  -22	  -31	 8.253	 0.467	 0.296	 0.250	Simbad
HD 47282   	    	06 36 27.9	-31 53 12	 3.834	-0.09	  59	 3.00	 1.4	     	     	     	 6.865	 0.235	 0.164	 0.575	Simbad
HD 47283   	AB  	06 36 12.5	-36 08 18	 3.763	-0.24	  39	 4.26	10.4	     	     	     	 7.231	 0.392	 0.190	 0.306	Simbad
HD 47309   	    	06 40 49.0	+51 58 41	 3.754	-0.17	  40	 4.57	12.0	  -46	  -42	   -9	 7.594	 0.412	 0.198	 0.342	Simbad
HD 47355   	    	06 41 04.2	+53 23 54	 3.779	-0.23	 164	 1.38	 1.4	   67	  -16	  -22	 7.458	 0.357	 0.164	 0.576	Simbad
HD 47375   	AB  	06 40 50.7	+48 15 18	 3.788	-0.10	 124	 2.74	 2.6	   14	  -22	   -5	 8.213	 0.339	 0.158	 0.467	Simbad
HD 47379   	    	06 39 03.2	+19 35 43	 3.845	-0.08	 215	 1.78	 1.2	     	     	     	 8.442	 0.206	 0.171	 0.785	Simbad
HD 47381   	    	06 38 55.8	+15 12 24	 3.797	 0.12	  91	 3.04	 2.2	  -11	  -19	  -16	 7.834	 0.325	 0.176	 0.472	Simbad
HD 47391   	    	06 37 03.9	-32 13 30	 3.739	-0.55	  35	 4.91	    	   10	  -45	   43	 7.654	 0.432	 0.220	 0.231	Simbad
HD 47412   	AB  	06 40 21.2	+40 58 11	 3.809	 0.00	 111	 1.60	 1.3	   23	    2	  -24	 6.824	 0.296	 0.162	 0.515	Simbad
HD 47413   	A   	06 40 13.5	+37 44 57	 3.786	-0.28	 179	 2.17	 2.3	    3	  -15	  -21	 8.435	 0.337	 0.142	 0.495	Simbad
HD 47415   	    	06 39 31.4	+24 36 00	 3.786	-0.18	  33	 3.84	 4.1	   -6	   11	   10	 6.420	 0.340	 0.176	 0.308	Simbad
HD 47467   	    	06 40 42.4	+40 10 06	 3.770	 0.10	  68	 3.01	 2.8	   -2	   11	  -11	 7.166	 0.389	 0.201	 0.400	Simbad
HD 47522   	    	06 44 11.7	+66 17 47	 3.784	-0.16	  65	 3.58	 3.8	    2	   -9	    5	 7.655	 0.347	 0.159	 0.396	Simbad
HD 47554   	    	06 39 35.4	+09 45 08	 3.830	-0.13	 112	 2.59	 1.7	     	     	     	 7.826	 0.245	 0.159	 0.587	Simbad
HD 47619   	    	06 37 50.1	-36 06 49	 3.793	-0.03	  98	 2.88	 2.5	   26	   -5	  -19	 7.831	 0.328	 0.163	 0.453	Simbad
HD 47681   	AB  	06 40 35.0	+17 38 26	 3.795	 0.02	  72	 3.46	 2.7	   -5	  -25	    0	 7.742	 0.327	 0.168	 0.449	Simbad
HD 47699   	    	06 36 27.2	-57 32 21	 3.821	-0.05	  87	 2.46	 1.7	  -21	  -23	   16	 7.153	 0.266	 0.162	 0.568	Simbad
HD 47703   	    	06 41 37.7	+35 55 54	 3.788	-0.20	  84	 1.84	 1.8	  -81	   -6	   10	 6.460	 0.334	 0.155	 0.376	Simbad
HD 47718   	    	06 38 49.5	-27 44 49	 3.773	-0.11	  82	 3.52	 5.6	   46	  -25	   -1	 8.082	 0.375	 0.174	 0.389	Simbad
HD 47747   	    	06 43 15.1	+54 06 46	 3.805	-0.20	 130	 2.23	 1.9	   -8	   -8	   -5	 7.796	 0.300	 0.148	 0.536	Simbad
HD 47748   	    	06 42 40.2	+47 44 07	 3.804	 0.18	  56	 3.56	 1.1	  -11	  -24	   -4	 7.290	 0.312	 0.181	 0.456	Simbad
HD 47752   	    	06 41 15.7	+23 57 27	 3.660	-0.37	  17	 6.85	    	   50	  -20	   -1	 8.058	 0.586	 0.581	 0.218	Simbad
HD 47787   	AB  	06 39 11.6	-26 34 18	 3.710	-0.08	  52	 4.88	    	  -17	   -8	  -10	 8.441	 0.499	 0.331	 0.331	Simbad
HD 47812   	AB  	06 41 47.4	+30 41 02	 3.813	-0.18	  99	 3.47	 2.2	    8	    1	    0	 8.449	 0.282	 0.147	 0.443	Simbad
HD 47852   	    	06 39 01.7	-35 08 11	 3.688	-0.50	    	     	    	     	     	     	 7.961	 0.528	 0.333	 0.303	Simbad
HD 47855   	    	06 35 54.7	-64 52 51	 3.809	 0.02	  89	 3.41	 1.8	  -16	  -17	   -2	 8.163	 0.296	 0.165	 0.450	Simbad
HD 47882   	    	06 42 34.3	+38 53 31	 3.829	-0.20	  62	 3.07	 1.7	     	     	     	 7.035	 0.245	 0.154	 0.511	Simbad
HD 47908   	A   	06 38 55.3	-40 35 08	 3.790	-0.07	  99	 2.99	 2.7	   -3	   -6	   10	 7.975	 0.334	 0.168	 0.384	Simbad
HD 47931   	    	06 42 53.8	+40 06 30	 3.804	-0.19	 135	 2.74	 2.4	   13	  -13	  -22	 8.397	 0.301	 0.146	 0.490	Simbad
HD 47948   	A   	06 39 19.0	-37 07 47	 3.718	-0.39	 121	 2.99	    	   21	   -4	  -10	 8.405	 0.475	 0.232	 0.330	Simbad
HD 47962   	    	06 41 14.1	+04 08 41	 3.801	-0.24	 141	 2.17	 2.0	   16	  -14	  -18	 7.922	 0.306	 0.142	 0.443	Simbad
HD 47977   	AB  	06 44 51.6	+59 26 57	 3.805	-0.22	 101	 2.03	 1.8	   40	   -9	  -18	 7.052	 0.298	 0.143	 0.480	Simbad
HD 48056   	    	06 41 23.3	-02 21 00	 3.781	 0.00	  74	 3.35	 3.3	   37	  -39	    0	 7.701	 0.361	 0.178	 0.404	Simbad
HD 48066   	    	06 40 28.4	-26 18 44	 3.817	-0.35	 118	 3.06	 2.3	   22	  -24	  -25	 8.412	 0.270	 0.133	 0.493	Simbad
HD 48098   	A   	06 42 03.2	+07 28 26	 3.782	-0.39	  86	 3.81	 5.7	   50	  -18	  -23	 8.466	 0.343	 0.138	 0.372	Simbad
HD 48115   	    	06 38 00.5	-59 46 24	 3.762	-0.34	  57	 5.01	    	   -1	    2	  -10	 8.783	 0.391	 0.177	 0.302	Simbad
HD 48122   	    	06 42 15.9	+12 00 28	 3.701	-0.53	 160	 1.99	    	    4	   -9	   37	 8.009	 0.504	 0.282	 0.306	Simbad
HD 48123   	    	06 42 19.0	+11 29 13	 3.752	-0.01	  61	 4.44	10.0	     	     	     	 8.366	 0.422	 0.219	 0.362	Simbad
HD 48139   	    	06 33 42.1	-74 42 02	 3.715	-0.43	  80	 5.51	    	   11	   30	    0	10.034	 0.479	 0.298	 0.253	Simbad
HD 48141   	    	06 44 18.7	+47 41 18	 3.769	 0.22	  99	 3.47	 3.3	    8	  -11	    7	 8.459	 0.396	 0.213	 0.426	Simbad
HD 48170   	    	06 38 26.5	-58 20 17	 3.783	-0.54	  99	 3.25	 5.3	  -25	  -42	  -12	 8.226	 0.337	 0.123	 0.373	Simbad
HD 48178   	    	06 42 16.4	+02 28 21	 3.759	-0.31	  60	 4.76	 9.5	  -18	  -20	  -13	 8.661	 0.397	 0.182	 0.308	Simbad
HD 48189   	AB  	06 38 00.3	-61 32 00	 3.761	-0.23	  21	 4.53	 9.2	   -7	  -25	  -13	 6.170	 0.396	 0.195	 0.303	Simbad
HD 48208   	    	06 44 51.7	+49 20 37	 3.811	-0.02	 124	 2.53	 1.9	  -39	    9	  -14	 7.991	 0.290	 0.161	 0.523	Simbad
HD 48265   	    	06 40 01.7	-48 32 31	 3.741	 0.19	  85	 3.39	 4.9	  -14	  -23	    4	 8.051	 0.452	 0.253	 0.420	Simbad
HD 48271   	    	06 44 11.7	+36 59 38	 3.843	-0.19	 111	 2.25	 1.5	     	     	     	 7.486	 0.210	 0.163	 0.634	Simbad
HD 48286   	    	06 42 05.2	-15 12 54	 3.776	-0.38	  30	 4.58	 3.4	  -14	  -22	  -34	 6.970	 0.358	 0.157	 0.306	Simbad
HD 48293   	AB  	06 38 58.5	-58 50 09	 3.827	-0.32	 147	 2.54	 1.9	     	     	     	 8.367	 0.248	 0.145	 0.592	Simbad
HD 48299   	    	06 44 11.5	+34 09 59	 3.778	-0.18	  81	 3.94	 5.5	  -36	  -34	    8	 8.480	 0.361	 0.161	 0.390	Simbad
HD 48308   	    	06 44 15.4	+33 49 11	 3.762	-0.44	  69	 4.38	11.0	   29	  -20	   26	 8.577	 0.387	 0.156	 0.326	Simbad
HD 48319   	AB  	06 41 38.4	-28 17 23	 3.721	-0.04	  39	 5.43	    	  -36	  -53	  -14	 8.410	 0.481	 0.303	 0.332	Simbad
HD 48332   	    	06 42 47.4	-04 08 27	 3.800	-0.16	  66	 2.48	 2.1	  -33	  -16	  -14	 6.575	 0.310	 0.150	 0.517	Simbad
HD 48342   	    	06 40 51.4	-44 24 55	 3.760	-0.22	  73	 4.37	10.8	   26	  -25	   24	 8.677	 0.399	 0.181	 0.348	Simbad
HD 48363   	A   	06 45 25.1	+47 04 01	 3.799	-0.03	 405	 0.24	 0.7	     	     	     	 8.280	 0.316	 0.165	 0.630	Simbad
HD 48370   	    	06 43 01.0	-02 53 19	 3.743	-0.09	  35	 5.23	    	  -13	  -22	   -4	 7.923	 0.438	 0.250	 0.309	Simbad
HD 48389   	    	06 46 37.6	+57 46 07	 3.797	-0.20	  75	 3.28	 3.0	  -59	  -36	   10	 7.661	 0.316	 0.147	 0.444	Simbad
HD 48391   	    	06 44 36.2	+31 58 11	 3.782	-0.20	  58	 4.07	 5.0	   -7	  -26	  -14	 7.896	 0.349	 0.159	 0.370	Simbad
HD 48410   	    	06 45 28.9	+44 14 00	 3.769	-0.12	  46	 4.18	 6.6	   -5	  -49	   14	 7.469	 0.382	 0.182	 0.359	Simbad
